Date,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2020-04-02,7505.95751953125,39.874168395996094,4130.46240234375,21552.6171875,5909.43310546875,47225.03125,7505.95751953125,41.6456413269043,4130.46240234375,21552.6171875,5909.43310546875,47225.03125,7505.95751953125,39.2540283203125,4130.46240234375,21552.6171875,5909.43310546875,47225.03125,7505.95751953125,39.36347961425781,4130.46240234375,21552.6171875,5909.43310546875,47225.03125,0.0,3985953572.0,0.0,0.0,0.0,0.0
2020-04-03,7628.71826171875,40.359134674072266,4275.39111328125,23016.064453125,6182.42333984375,47953.9296875,7804.09109532148,41.08440017700195,4333.362518207097,23060.41139812139,6214.539667194472,49833.72373125,7453.34542811602,39.684814453125,4130.462600966632,21818.696938222543,6021.840770018455,47953.9296875,7541.031844917385,39.887630462646484,4144.955452198094,21951.737773211706,6086.073891255741,49680.27115625,356910.0,3482692346.0,16754592.0,1746139.0,5426197.0,135600.0
2020-04-06,7979.4638671875,44.39112091064453,4565.248046875,24612.556640625,6535.7041015625,50639.3359375,7979.4638671875,44.494197845458984,4565.248046875,24612.556640625,6575.8499758202315,51214.78293678977,7672.561410757211,40.54490280151367,4391.333835565476,23548.22986697635,6262.714395981885,48721.17927320075,7716.404618818681,40.65878677368164,4405.826686507937,24213.434100506758,6262.714395981885,49488.44193892045,591020.0,4287968687.0,26005912.0,2550879.0,6052280.0,171400.0
2020-04-07,7856.70263671875,44.667930603027344,4623.21923828125,25277.759765625,6415.267578125,52557.50390625,7979.4636154174805,47.20174026489258,4695.683489664969,25410.800606496712,6583.879227998554,53324.76673699817,7725.173016684395,44.11486053466797,4550.754986897531,24390.820826480263,6302.8599670545755,50639.34682937956,7979.4636154174805,44.402137756347656,4681.1906393882255,24834.290296052633,6583.879227998554,52941.13532162408,277730.0,4391267713.0,40901167.0,2429979.0,4729202.0,135060.0
2020-04-08,7883.00830078125,46.31985855102539,4550.75537109375,24922.984375,6856.869140625,52941.140625,7883.00830078125,46.75380325317383,4594.233925594645,25056.02521685943,6856.869140625,54667.48216711957,7716.404120898221,44.350833892822266,4463.798262091958,24080.392376556938,6222.5684410878075,52173.877717391304,7804.090531362973,44.67862319946289,4492.783965092556,24080.392376556938,6343.00512922865,52941.140625,212500.0,3831132142.0,16186036.0,1667859.0,11200756.0,173400.0
2020-04-09,8286.3662109375,46.384979248046875,4579.74072265625,25721.234375,6993.3642578125,53708.3984375,8356.515342881945,46.58343505859375,4666.697824985166,26563.826535560343,7226.209028051694,56623.99720982143,7970.6951171875,45.174339294433594,4550.755021879945,24922.98917025862,6985.33517606658,53708.3984375,7979.463758680556,46.3480339050293,4637.712124208861,24922.98917025862,7226.209028051694,53708.3984375,574950.0,3628019378.0,23329286.0,2161259.0,10638147.0,472620.0
2020-04-10,8856.3271484375,42.269813537597656,4507.2763671875,25543.841796875,6848.84033203125,54092.02734375,8856.3271484375,46.468353271484375,4623.2191676296225,26076.005167643227,6993.364270250695,56355.45260139628,8680.954333616955,41.33182144165039,4478.29066707697,24878.63758341471,6824.752620214811,53708.39594414894,8724.797537322092,46.40034103393555,4579.740617463826,25721.229587131074,6993.364270250695,55319.64782247341,934920.0,4008964133.0,26735584.0,1695919.0,5165230.0,66620.0
2020-04-13,8900.171875,41.204341888427734,4565.248046875,25543.841796875,7065.62646484375,54092.02734375,9470.133620689656,42.49925231933594,4652.205152529762,26342.086853027344,7226.209032942511,55818.36864195479,8900.171875,39.95906066894531,4492.783792162699,25144.719268798828,6824.75261269561,54092.02734375,9470.133620689656,42.49925231933594,4507.276643105159,25543.841796875,6824.75261269561,54859.29014295213,2160110.0,3998289644.0,20481366.0,1641299.0,11108554.0,80060.0
2020-04-14,9470.1318359375,41.05384063720703,4608.7265625,25499.49609375,7266.3544921875,55012.7421875,9513.975038881656,41.82363510131836,4637.712264150943,25898.618641304347,7314.529449566193,55933.45753791842,8768.640588831018,40.67782211303711,4492.7837558962265,25056.026596467393,7105.771922972976,54207.11625588389,9119.38621238426,41.22285842895508,4637.712264150943,25898.618641304347,7145.917798544528,55933.45753791842,957110.0,3713345006.0,22838621.0,1480759.0,10484935.0,108680.0
2020-04-15,9777.03515625,39.58906936645508,4739.162109375,26253.39453125,7274.38330078125,58695.60546875,9908.564777186099,41.708030700683594,4782.640660837155,26342.088431693413,7370.732745384075,58849.05803206699,9207.073465526906,39.449886322021484,4608.726454988532,25632.537228146117,7234.237893253332,55051.1070899714,9207.073465526906,41.08009338378906,4637.712155963302,25632.537228146117,7266.354219275666,55051.1070899714,788140.0,3696959521.0,33533707.0,1595699.0,7131420.0,420060.0
2020-04-16,9470.1318359375,42.68901824951172,4782.64013671875,26164.69921875,7186.0634765625,60460.3046875,9777.034256546585,43.014286041259766,4782.64013671875,26386.43395789195,7258.325682067473,62608.640387055835,9294.75902416088,38.601558685302734,4637.711647727273,25499.495001324154,7121.830819701064,58695.60036286485,9645.50464771412,39.643714904785156,4710.175892223011,26076.00532309322,7258.325682067473,58695.60036286485,634220.0,4985504369.0,14766498.0,1243519.0,7261368.0,316560.0
2020-04-17,9470.1318359375,42.74503707885742,4927.5693359375,26475.130859375,7258.3251953125,63452.64453125,9777.034256546585,43.21479415893555,4971.047888901654,26829.9064822812,7346.645559109927,64450.08634371222,9382.445430049189,42.00095748901367,4811.626528033088,26342.090000785178,7234.237950604791,63299.19194471735,9689.347850658274,42.675052642822266,4840.612230009191,26519.477812238274,7306.499684727918,64258.2706105464,649460.0,4096625538.0,24634377.0,2387139.0,8599665.0,256600.0
2020-04-20,9382.4462890625,40.82838439941406,4826.119140625,26696.86328125,7547.37353515625,67864.390625,9864.721565603095,43.37587356567383,4971.047643346471,27140.332770971763,7748.101507558381,67864.390625,9382.4462890625,40.462974548339844,4811.626290352852,26386.434638444767,7266.354280486102,64488.43450572357,9645.505530811915,42.674625396728516,4927.56909253003,27051.63887302741,7266.354280486102,65984.59687676653,1221230.0,4293209435.0,35438283.0,2447739.0,11083648.0,217520.0
2020-04-21,8733.56640625,41.04014205932617,4536.26220703125,25676.8828125,7491.16943359375,65217.3359375,9382.445838039659,41.26190948486328,4768.147815058406,26696.86261334197,7804.305478416766,72583.05858455882,8733.56640625,40.416969299316406,4536.26220703125,25233.413333873057,7306.499625916113,65217.3359375,9294.759428338353,40.80962371826172,4753.654964556709,26386.43397830311,7354.674581479586,67864.39251378676,1336580.0,3954491838.0,34691862.0,2629779.0,9780264.0,409300.0
2020-04-22,8812.484375,41.887413024902344,4666.69775390625,26076.0078125,7611.60693359375,67135.5,9119.386815920398,42.32014465332031,4681.19060407366,26120.354764562075,7740.072710015269,67135.5,8417.89552238806,40.68876647949219,4420.319301060268,24922.987058886054,7346.645832347014,61304.302285714286,8505.581934079602,40.99327087402344,4420.319301060268,24922.987058886054,7346.645832347014,63299.18571428571,867890.0,4029531589.0,17004722.0,1746639.0,7997014.0,207780.0
2020-04-23,8856.3271484375,42.93721389770508,4681.19091796875,26342.08984375,7627.6650390625,69283.8359375,9075.543166963182,43.367366790771484,4768.1480248040825,26874.25327493687,7780.218059922246,71700.71393531977,8768.640741027228,41.433204650878906,4652.2052156903055,26164.702033354377,7627.6650390625,68554.93622387182,9031.699963258045,41.87773513793945,4753.655173664861,26829.906322337964,7756.1308145026815,71700.71393531977,653970.0,4757478698.0,11605029.0,1268139.0,5998159.0,238480.0
2020-04-24,8733.56640625,44.81045150756836,4652.20458984375,26386.431640625,7667.810546875,69053.6484375,8900.17058468248,45.17228698730469,4681.190288222839,26475.12552849265,7667.810546875,70971.80533854166,8724.797765279869,42.94403839111328,4608.726042275117,26209.043864889707,7499.198893694247,67212.21781249999,8856.327379831828,42.99470901489258,4637.711740654206,26430.778584558822,7627.665137325223,69283.82726562499,837180.0,4786600723.0,8664290.0,868279.0,4992645.0,155760.0
2020-04-27,9338.603515625,44.71006393432617,4550.75537109375,25721.234375,7948.830078125,69053.6484375,9338.603515625,45.41984176635742,4695.6838860967355,26696.86740301724,8013.062731774414,69053.6484375,8856.328216696009,43.885459899902344,4550.75537109375,25721.234375,7748.1016358630795,67135.49153645833,8856.328216696009,44.677433013916016,4666.698183096139,26608.17349137931,7772.18888098161,69053.6484375,1663520.0,4473729902.0,15783148.0,1864939.0,8985737.0,162100.0
2020-04-28,9470.1318359375,46.02870178222656,4579.74072265625,25366.453125,8269.994140625,65217.3359375,9820.87745949074,46.30730056762695,4623.219273820709,25898.616477272728,8269.994140625,69015.28667738971,9382.445430049189,44.0748176574707,4521.769321103639,25277.759232954548,7948.8299446972715,65217.3359375,9645.50464771412,44.7381706237793,4579.74072265625,25721.22869318182,7948.8299446972715,67519.12426470588,1444690.0,4413476561.0,9424403.0,1432839.0,8011199.0,146420.0
2020-04-29,9777.03515625,49.18130111694336,4623.21923828125,25366.453125,8269.994140625,65217.3359375,9952.407984164798,49.622127532958984,4666.697789111481,25366.453125,8269.994140625,65217.3359375,9470.132707399103,46.00732421875,4594.233537727763,25366.453125,8269.994140625,65217.3359375,9470.132707399103,46.091522216796875,4608.726388004507,25366.453125,8269.994140625,65217.3359375,1497360.0,5673988960.0,8894190.0,0.0,0.0,0.0
2020-04-30,9777.03515625,46.714019775390625,4623.21923828125,25366.453125,8269.994140625,65217.3359375,9777.03515625,50.92155838012695,4623.21923828125,25366.453125,8269.994140625,65217.3359375,9777.03515625,46.58384323120117,4623.21923828125,25366.453125,8269.994140625,65217.3359375,9777.03515625,49.14785385131836,4623.21923828125,25366.453125,8269.994140625,65217.3359375,0.0,5724477325.0,0.0,0.0,0.0,0.0
2020-05-01,9777.03515625,47.79170227050781,4623.21923828125,25366.453125,8269.994140625,65217.3359375,9777.03515625,48.596473693847656,4623.21923828125,25366.453125,8269.994140625,65217.3359375,9777.03515625,46.714263916015625,4623.21923828125,25366.453125,8269.994140625,65217.3359375,9777.03515625,46.714263916015625,4623.21923828125,25366.453125,8269.994140625,65217.3359375,0.0,4581731065.0,0.0,0.0,0.0,0.0
2020-05-04,9382.4462890625,47.47349166870117,4594.2333984375,25056.025390625,7884.59619140625,59462.859375,9645.505530811915,48.34629821777344,4652.204797786869,25721.229604535398,8229.848557778823,62723.725856854835,9294.759875146028,46.03729248046875,4594.2333984375,24922.98454784292,7884.59619140625,59462.859375,9557.819116895444,48.24302673339844,4623.219098112185,25189.06623340708,7988.975182686744,62531.91018145161,951850.0,4488284400.0,7372630.0,548979.0,11677957.0,396060.0
2020-05-05,9733.19140625,46.78725814819336,4579.74072265625,24834.291015625,7756.13037109375,58196.8828125,9820.877815315316,47.9050407409668,4623.219273820709,25322.10744628906,7884.5961391896935,59462.86642015491,8768.640906531531,46.370967864990234,4536.262171491792,24701.25017089844,7635.693684345314,57889.97769549275,9382.445769988739,47.45029067993164,4608.726423432556,25189.0666015625,7884.5961391896935,59462.86642015491,1071460.0,4187625277.0,8171836.0,1572119.0,5874030.0,235240.0
2020-05-06,10390.83984375,45.942867279052734,4623.21923828125,25056.025390625,7988.97509765625,60613.76171875,10390.83984375,47.77801513671875,4637.712088557994,25189.06623340708,7988.97509765625,62071.56105122627,9777.03495846519,45.942867279052734,4550.754986897531,24834.29065265487,7675.839060219259,58311.97329905064,9777.03495846519,46.768917083740234,4608.726388004507,24834.29065265487,7675.839060219259,62071.56105122627,2682000.0,4575858023.0,12447847.0,1865259.0,4748171.0,173060.0
2020-05-07,10960.8017578125,47.330116271972656,4724.66943359375,25499.49609375,8189.70361328125,64833.7109375,11092.331378906249,48.06696319580078,4739.162284617044,25543.84304347826,8189.70361328125,64833.7109375,10346.996859375,45.03156661987305,4623.219476430694,25189.067445652174,7988.975633856654,61381.02810650888,10522.369687499999,46.01960372924805,4623.219476430694,25277.761345108695,7997.00471571077,62109.92781527367,2699550.0,5080727910.0,20287077.0,1646619.0,6624777.0,127360.0
2020-05-08,10522.369140625,47.88221740722656,4811.62646484375,25809.921875,8109.412109375,65984.6015625,11048.487597656249,48.54597473144531,4927.569271225527,26386.43215743127,8350.286438499506,69053.65279796511,10522.369140625,46.62904357910156,4753.655061652861,25676.881040592783,8029.121288381307,65217.33875363372,10960.801188151041,47.30772399902344,4753.655061652861,25721.227985395188,8189.703863440407,65217.33875363372,1499440.0,4780707207.0,41136076.0,3037919.0,11241204.0,491060.0
2020-05-11,10873.115234375,41.6999626159668,4869.59765625,26475.130859375,8149.55810546875,66406.59375,10960.801647555443,42.86333084106445,4927.569056919643,26563.82476510155,8189.703514253906,67519.12478336222,10303.153548702117,40.13576126098633,4782.640555245535,25854.273519289156,8005.033700770512,64833.70504766031,10478.526375063004,42.35826873779297,4898.583356584822,26076.00828360553,8109.411763611919,65984.59922010398,1857810.0,5121746343.0,45113304.0,2463679.0,8195422.0,223340.0
2020-05-12,10960.8017578125,42.111881256103516,4985.54052734375,28293.353515625,8350.2861328125,66560.03125,11180.017792968749,42.6843147277832,4985.54052734375,28293.353515625,8591.159520047408,67173.84133645533,10566.212894531249,41.41278076171875,4811.626322901526,26031.659112338362,8029.120994451502,66368.21559798271,10697.742515625,41.73921585083008,4869.597724382267,26475.12860317888,8149.558154604796,66483.30498919309,1423970.0,4734936547.0,38841524.0,4725899.0,11444122.0,118220.0
2020-05-13,11048.4892578125,43.134559631347656,5072.49755859375,28781.166015625,8269.994140625,65984.6015625,11486.921371217759,43.54827880859375,5115.976109095982,29047.247673704736,8470.722112981699,66751.86437136628,10873.116412450398,41.95380783081055,4927.569056919643,27495.104668239597,8149.557917053971,63682.81313590116,10960.802835131448,42.07453536987305,5043.511858258928,28382.04352850539,8350.28588941067,64450.07594476744,3516310.0,4565388581.0,34265493.0,2920979.0,6470565.0,231480.0
2020-05-14,10785.427734375,43.945335388183594,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,11048.486947408535,44.2290153503418,5086.990621048591,28781.172498403106,8269.994331824219,66368.21755226482,10785.427734375,42.479400634765625,4956.554964098627,28071.621250368513,8149.55810546875,65600.9549216028,11048.486947408535,43.09492111206055,5014.5263671875,28293.356015379322,8229.848923039062,65984.5862369338,1400950.0,5023559798.0,23972417.0,2042439.0,5637279.0,91580.0
2020-05-15,10785.427734375,42.833980560302734,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,10785.427734375,44.06401443481445,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,10785.427734375,42.467708587646484,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,10785.427734375,43.945838928222656,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,0.0,4340414828.0,0.0,0.0,0.0,0.0
2020-05-18,10785.427734375,45.201072692871094,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,10785.427734375,46.24467849731445,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,10785.427734375,43.58699417114258,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,10785.427734375,43.64307403564453,5014.5263671875,28204.662109375,8149.55810546875,66061.3125,0.0,4473025831.0,0.0,0.0,0.0,0.0
2020-05-19,11180.0166015625,45.38361358642578,5072.49755859375,28958.556640625,8269.994140625,67902.7578125,11180.0166015625,45.38361358642578,5072.49755859375,28958.556640625,8269.994140625,67902.7578125,10785.427780330883,44.3441047668457,5000.033307756697,28160.31158774407,8149.557917053971,65984.60081214689,11092.330196844363,45.21331024169922,5043.511858258928,28515.08716680226,8269.994140625,67135.49501235876,2001060.0,3612370257.0,29821113.0,2104819.0,6773444.0,362200.0
2020-05-20,11180.0166015625,44.17212677001953,5072.49755859375,28958.556640625,8269.994140625,67902.7578125,11180.0166015625,45.963008880615234,5072.49755859375,28958.556640625,8269.994140625,67902.7578125,11180.0166015625,43.71659469604492,5072.49755859375,28958.556640625,8269.994140625,67902.7578125,11180.0166015625,45.38744354248047,5072.49755859375,28958.556640625,8269.994140625,67902.7578125,0.0,3448255432.0,0.0,0.0,0.0,0.0
2020-05-21,11223.861328125,42.74270248413086,5101.4833984375,28382.052734375,8189.70361328125,67519.125,11618.450202941895,44.44780731201172,5115.976249001243,28382.052734375,8269.994431822415,68286.38778409091,11136.174911499023,41.88386154174805,5000.0334444913,27938.58316040039,8109.4118616684,66368.23082386363,11311.547744750977,44.15623474121094,5029.019145618786,28204.664904785157,8229.849022551833,68286.38778409091,2381570.0,3143718509.0,28403397.0,2761599.0,4067860.0,257420.0
2020-05-22,10960.8017578125,44.20758056640625,5000.03369140625,28027.271484375,8109.412109375,66751.8671875,11267.70420703125,44.5757942199707,5115.976501641758,28249.006227131133,8189.703863440407,67519.13002873563,10873.11534375,42.5117301940918,4985.540840126811,27849.883690170096,8109.412109375,66368.23576688218,11136.174585937499,42.730369567871094,5072.497947803442,28204.659278579908,8149.55845294356,67519.13002873563,1401180.0,2908274408.0,25059185.0,1602399.0,4079153.0,90440.0
2020-05-25,11486.9208984375,42.946128845214844,5014.5263671875,28382.052734375,8189.70361328125,67135.5,11530.764107973522,43.438758850097656,5058.004919504155,28515.093606567385,8350.286183435264,67557.49457142857,10873.115964933206,42.09907531738281,4985.540665643063,28160.317947387695,8029.121043127236,66368.23714285714,11048.48880307729,42.40567398071289,5000.033516415282,28160.317947387695,8109.4118616684,66751.86857142857,3891580.0,2701310002.0,13804454.0,1418699.0,7293593.0,118440.0
2020-05-26,11793.8232421875,42.43205642700195,5101.4833984375,28736.82421875,8591.1591796875,68670.03125,11793.8232421875,43.007381439208984,5101.4833984375,28736.82421875,8591.1591796875,68670.03125,11443.077569557388,42.120792388916016,5029.019145618786,28337.70166015625,8229.848646613504,66943.68968226257,11706.136824029973,42.92720031738281,5043.5119961825285,28559.436414930555,8269.994054050248,67173.8685579609,2026130.0,2475471673.0,29787160.0,2096099.0,11297919.0,195720.0
2020-05-27,11136.1748046875,43.86143112182617,5014.5263671875,27938.578125,8269.994140625,67212.2109375,11574.606883612205,44.06675338745117,5159.454874909682,28825.517113095237,8711.59642626706,67519.11601027397,11136.1748046875,42.36875915527344,5014.5263671875,27938.578125,8269.994140625,67135.4846693065,11574.606883612205,42.409095764160156,5159.454874909682,28603.782366071428,8671.4500853384,67365.66347388699,2320830.0,2757608482.0,35160249.0,2536799.0,7799736.0,144280.0
2020-05-28,11180.0166015625,44.758697509765625,5014.5263671875,27805.537109375,8350.2861328125,67212.2109375,11311.546208639706,44.86268997192383,5072.497770276373,27982.924905926036,8430.57695086691,67979.47361943494,11004.643792126226,43.50492858886719,5000.033516415282,27583.802363686205,8229.848972659205,66368.22198737158,11092.330196844363,43.87184524536133,5029.019217959718,27716.843211099484,8310.139790713616,67710.93168075771,1925610.0,2743046058.0,11186271.0,1592699.0,5201204.0,147980.0
2020-05-29,11180.0166015625,44.6524658203125,4985.54052734375,27982.927734375,8229.8486328125,67672.5859375,11311.546208639706,45.37718963623047,5014.526228084121,28382.05031695721,8350.285787992414,67902.764801233,11092.330196844363,44.324527740478516,4971.047676973565,27539.458198172546,8229.8486328125,66751.87048256803,11136.173399203431,44.77653503417969,5014.526228084121,27716.84601265353,8350.285787992414,67058.77563421203,1380440.0,2632197768.0,14213162.0,1528059.0,3886789.0,122760.0
2020-06-01,11267.7041015625,48.1252326965332,5173.947265625,28337.703125,8390.4306640625,68171.296875,11355.390514804232,48.39543914794922,5231.918663559174,28515.090937989044,8430.576068889834,69820.91182470456,11223.860894941634,45.425323486328125,5000.033071822479,28071.62140551643,8189.702706854246,67250.58155423467,11223.860894941634,45.5742301940918,5000.033071822479,28115.968358763694,8269.993516508915,67672.57607625211,1375080.0,3035652544.0,55770371.0,1409939.0,7015585.0,173620.0
2020-06-02,11004.6455078125,45.92351531982422,5188.4404296875,28027.271484375,8430.5771484375,70204.546875,11355.391181368277,49.76125717163086,5304.383232585545,28382.04707278481,8671.450541317277,72506.33529713115,10960.802298618028,45.261966705322266,5188.4404296875,28027.271484375,8350.286328501476,68171.30043545082,11267.704762979332,48.094390869140625,5217.426130412011,28382.04707278481,8390.431738469488,68171.30043545082,1401600.0,3060955005.0,45595514.0,1140459.0,9995059.0,288920.0
2020-06-03,11399.234375,47.17289352416992,5231.91845703125,28115.96484375,8510.869140625,69053.6484375,11399.234375,47.63124084472656,5246.4113059426945,28293.352634562303,8510.869140625,70971.80533854166,10960.802283653846,45.66325378417969,5188.439910296918,27982.924000640774,8430.577385360846,69053.6484375,11004.645492788462,45.92983627319336,5217.425608119806,28071.617896046926,8430.577385360846,70396.35826822916,1682780.0,2691495449.0,14299997.0,909699.0,2204022.0,109400.0
2020-06-04,11136.1748046875,47.637596130371094,5217.42626953125,28249.00390625,8510.869140625,68670.03125,11530.763675719734,47.99448013305664,5304.383374023438,28382.044740973313,8591.159962817426,70204.55708798883,11136.1748046875,46.57504653930664,5217.42626953125,28115.96307152669,8470.72279645706,68670.03125,11399.234052042322,47.20063018798828,5260.904821777343,28293.35085115777,8510.869140625,69744.19933659218,1429580.0,2697436350.0,28071734.0,1580559.0,5263227.0,103320.0
2020-06-05,11311.5478515625,47.05314636230469,5188.4404296875,28249.00390625,8470.72265625,68670.03125,11311.5478515625,47.9185676574707,5217.426130412011,28249.00390625,8510.86899975344,69782.5624825419,11048.48859920058,46.870819091796875,5159.454728962989,28115.96307152669,8390.431835386544,68670.03125,11136.175016654553,47.674434661865234,5202.933280049756,28204.65696134223,8390.431835386544,68670.03125,1368660.0,2551367878.0,22326133.0,1080399.0,4319390.0,52540.0
2020-06-08,11311.5478515625,46.47397232055664,5188.4404296875,28249.00390625,8470.72265625,68670.03125,11311.5478515625,46.87998580932617,5188.4404296875,28249.00390625,8470.72265625,68670.03125,11311.5478515625,46.058006286621094,5188.4404296875,28249.00390625,8470.72265625,68670.03125,11311.5478515625,46.6591682434082,5188.4404296875,28249.00390625,8470.72265625,68670.03125,0.0,2357747091.0,0.0,0.0,0.0,0.0
