Date,Close,High,Low,Open,Volume
1998-01-20,43.501502990722656,43.518751802376386,42.725306466304524,42.94954101780309,1744600
1998-01-21,42.96681594848633,43.26004592485095,42.65633714998261,43.10480652559909,1839600
1998-01-22,42.60453414916992,42.97538333305946,42.466543755164516,42.60453414916992,1662600
1998-01-23,42.50107192993164,42.91504340976864,42.1215980734144,42.777052916489644,1693700
1998-01-26,42.67353820800781,42.871899440583434,42.46655257401586,42.708035813673135,1172800
1998-01-27,43.17375946044922,43.36349631784632,42.544178069995205,42.57005127782208,1454500
1998-01-28,43.673980712890625,43.7343515393105,43.17376529398312,43.26000933172579,1181200
1998-01-29,43.829246520996094,44.29496460681541,43.544641024106504,43.6395095230697,1468500
1998-01-30,43.73435974121094,44.122457983836554,43.58774484955237,44.122457983836554,1095600
1998-02-02,44.717529296875,44.881392952929126,44.381177581816544,44.50191922311958,955600
1998-02-03,45.07114028930664,45.07976469426058,44.51917837225428,44.70891528124103,619400
1998-02-04,44.829627990722656,45.07111117343528,44.605393606775216,44.829627990722656,753200
1998-02-05,44.83830642700195,45.209156047383004,44.56232531416024,45.15740958872518,1067600
1998-02-06,45.321250915527344,45.35574853753726,44.90727945140835,44.98489910093066,1069700
1998-02-09,45.140079498291016,45.398811325755425,44.950342824817106,45.312567383267286,515900
1998-02-10,45.89908218383789,46.00257504107315,45.2177542070391,45.27812504042633,892100
1998-02-11,45.89908218383789,46.02844825538197,45.72659408844579,45.79558932660263,515000
1998-02-12,46.192291259765625,46.42515008426407,45.467841583548235,45.66620280441728,1065000
1998-02-13,46.16646194458008,46.27857926295847,45.90772967139917,46.0025981715655,596700
1998-02-17,46.3992805480957,46.761505414828044,46.30441213061818,46.53727097351754,840600
1998-02-18,46.709808349609375,46.752930403107904,46.27858781462405,46.40795397511965,773000
1998-02-19,46.26993179321289,46.75289846244307,46.26993179321288,46.71840084321234,804800
1998-02-20,46.5200309753418,46.62352381399662,45.98531797562522,46.40791373346574,540600
1998-02-23,46.50279235839844,46.91676380372543,46.34755306640082,46.91676380372543,639200
1998-02-24,46.36481857299805,46.58905318663234,46.10608632649694,46.43381383873167,702700
1998-02-25,46.744293212890625,47.00302546314648,46.40794128755802,46.5028097793185,687400
1998-02-26,47.00301742553711,47.03751505300539,46.5890458959177,46.70116318518962,439800
1998-02-27,47.24445343017578,47.44281458915608,46.85635551043173,46.977097085463214,451300
1998-03-02,47.31349182128906,47.391111476118006,47.072008450710115,47.33074063347327,1062800
1998-03-03,47.52907180786133,47.5376962084797,47.02023217137724,47.037480972613984,596600
1998-03-04,47.209991455078125,47.399728358989655,46.97713252755034,47.26173788341764,691700
