Date,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
2009-08-06,1.1373887062072754,7.478499412536621,1.1887047271723974,7.535334367145457,1.0938051835414369,7.435873315598101,1.1598833762223195,7.521125509475141,241978000.0,40157716
2009-08-07,1.1549627780914307,7.559015274047852,1.1781604425530796,7.658475850999291,1.1268444172407834,7.521125621127767,1.1352799087361125,7.535334479009015,24543000.0,41950359
2009-08-10,1.1226259469985962,7.535337924957275,1.1690212477119692,7.568491148387269,1.0973194041005245,7.487975361075594,1.1690212477119692,7.506920672271858,24210000.0,29649547
2009-08-11,1.1015377044677734,7.497445583343506,1.124735365676013,7.554280072072886,1.0895873357427952,7.459555924190586,1.1233294645905196,7.483236723124905,23054000.0,29492923
2009-08-12,1.1247352361679077,7.511653900146484,1.1387944130026195,7.577961755214659,1.1008345852693149,7.459555857314543,1.1352796187939416,7.506918406903593,14513000.0,37351652
2009-08-13,1.163398027420044,7.483238697052002,1.1753483953335047,7.53060125955895,1.124735289298233,7.407459358757105,1.124735289298233,7.5211288422720886,11506000.0,39462392
2009-08-14,1.1669129133224487,7.469029426574707,1.1950313543249287,7.516391986503893,1.142309350769679,7.360096395668282,1.1598833240216575,7.516391986503893,6378000.0,35591367
2009-08-17,1.1402008533477783,7.5211262702941895,1.150745240962293,7.568488340532229,1.138794951759045,7.364830724399945,1.143715649219283,7.374303138447553,2544000.0,47486284
2009-08-18,1.1999521255493164,7.568490505218506,1.2090906089749935,7.596907755489031,1.1493390123607412,7.483238278334318,1.1584774957864183,7.521128421434297,14467000.0,38688862
2009-08-19,1.2575950622558594,7.75320291519165,1.2611098577806934,7.7910930561858365,1.180972385735544,7.53060041966837,1.1837842724350125,7.554281222208077,20708000.0,48926785
2009-08-20,1.2484561204910278,7.686893939971924,1.26181230508045,7.791090966633512,1.2154169876026488,7.672685081400814,1.26181230508045,7.791090966633512,18821000.0,45451853
2009-08-21,1.252673864364624,7.881080150604248,1.2632183312273506,7.918970288609302,1.2358028849828766,7.705840226130135,1.2505650547913862,7.810036796444526,8636000.0,68303627
2009-08-24,1.230179786682129,7.923707008361816,1.2547833589519541,7.952124733573726,1.2161206025279432,7.866872510083182,1.231585688337678,7.923707008361816,10216000.0,32854761
2009-08-25,1.2547825574874878,7.956860065460205,1.2582973512810378,8.042112758184716,1.2336937947261875,7.9000255717406045,1.2407233823132877,7.952124095686516,5308000.0,42875877
2009-08-26,1.2547825574874878,7.942651748657227,1.2547825574874878,7.9947502730530475,1.205575444377787,7.881080332487112,1.243535267627704,7.9521241643589615,7086000.0,38499985
2009-08-27,1.2765741348266602,7.985281467437744,1.280088928130947,8.018434699345866,1.2336936229946474,7.862139531571079,1.2547823828203686,7.890556791523515,11611000.0,31815517
2009-08-28,1.2983664274215698,7.9615983963012695,1.3356232687191478,7.999488067751795,1.2653272895656522,7.8810821303599035,1.27235687910107,7.990016125961831,12950000.0,35322597
2009-08-31,1.279386043548584,7.9095001220703125,1.293445217027258,7.971071078253658,1.2519706049855994,7.81951191135758,1.2899304236575895,7.876346896489036,10048000.0,37466011
2009-09-01,1.2547825574874878,7.757938861846924,1.296257174530955,7.9189704034682675,1.1908132769251591,7.696367446204731,1.2829009916351823,7.833718662883615,13835000.0,41586308
2009-09-02,1.2428326606750488,7.710577011108398,1.2829013893837968,7.814774068512547,1.228773481141964,7.6395336494369515,1.2484563492481466,7.7437307068411,12934000.0,42116048
2009-09-03,1.226664423942566,7.6158528327941895,1.263218352895547,7.682159748069742,1.1950312742097002,7.55428141164371,1.263218352895547,7.601643970055987,36577000.0,37421005
2009-09-04,1.2484561204910278,7.762673377990723,1.2653270993196983,7.772145315184081,1.2294761645596426,7.57322416052996,1.2477531281234564,7.577960605199076,11586000.0,31168783
2009-09-08,1.2442386150360107,7.677425861358643,1.2604066889497998,7.767413604188454,1.2266646398687018,7.630063290093192,1.2484564025958944,7.762678108778272,5749000.0,39869131
2009-09-09,1.2133084535598755,7.658477306365967,1.2547830881432291,7.715312272619071,1.2104966508556239,7.62058764624558,1.2547830881432291,7.701103412037664,5512000.0,42398731
2009-09-10,1.1985461711883545,7.7389960289001465,1.2273675213754798,7.767413284847465,1.1915165817572815,7.682161517005511,1.1957342851363357,7.682161517005511,4152000.0,48477781
2009-09-11,1.1865954399108887,7.696369647979736,1.2182286664940722,7.800567201759336,1.1626948766605525,7.691634152923581,1.1950310116926925,7.767413023493958,6203000.0,32681378
2009-09-14,1.1704277992248535,7.748466491699219,1.1880018576463018,7.786356154403647,1.1465272272584888,7.625324135764712,1.1697248905195612,7.677423136092137,16145000.0,36130488
2009-09-15,1.2076846361160278,7.677425861358643,1.2196349212099586,7.762678108778272,1.1690218110250268,7.630063290093192,1.2126053318841976,7.762678108778272,19869000.0,42341077
2009-09-16,1.2358026504516602,7.776885032653809,1.2477529322290766,7.786357449905946,1.2027635227503493,7.653743132303382,1.2231493764170402,7.748467780897395,20211000.0,48299972
2009-09-17,1.169724702835083,7.7295241355896,1.2582975542386565,7.866874444913424,1.1619921217223255,7.701106403388448,1.2414265748281224,7.748468973008561,14464000.0,44483121
2009-09-18,1.1387944221496582,7.81950569152832,1.1964371146744186,7.956855883871605,1.1373885212147552,7.753198340962918,1.164803882742928,7.800560870244578,8999000.0,70699369
2009-09-21,1.1676161289215088,7.881080150604248,1.1690220302904935,7.914234318904012,1.1155971078744358,7.800564857033947,1.1444184630356067,7.833718549261164,5530000.0,37984579
2009-09-22,1.2126051187515259,7.956860065460205,1.2210406076999185,8.01843100502605,1.1823778732037604,7.8621359092608705,1.1922192630103352,7.980541342546316,11141000.0,63192570
2009-09-23,1.2231496572494507,7.781620502471924,1.2505651045855344,7.994751067110996,1.2161200682606053,7.772148085829366,1.2386147362650484,7.985278650468437,5303000.0,50733447
2009-09-24,1.229476809501648,7.786356449127197,1.2547833748189279,7.81951014328476,1.177457777193761,7.715313090831034,1.2182295123156837,7.786356449127197,7788000.0,54566002
2009-09-25,1.2041698694229126,7.767410755157471,1.2287734326345539,7.876344724326347,1.2020609758163372,7.757938815665892,1.2287734326345539,7.781619616539942,4685000.0,38296141
2009-09-28,1.2407234907150269,7.847925186157227,1.2547826671175741,7.928440937863479,1.197139976827689,7.772145403101227,1.2175258328909633,7.786354261196865,2336000.0,30980117
2009-09-29,1.1971396207809448,7.942651748657227,1.2540793855955692,8.023167044085692,1.191516018931908,7.791092621356912,1.2336935355953431,7.8479271155673205,3567000.0,69777435
2009-09-30,1.1999521255493164,7.838454246520996,1.2182290924006707,7.999485780209632,1.192219543312362,7.786355725138344,1.195031429489127,7.994749810668954,5126000.0,65651868
2009-10-01,1.1465271711349487,7.724785327911377,1.2013579860318324,7.828982377951248,1.1394975816302026,7.71057646615228,1.1950313889972877,7.814773516192151,6605000.0,57623129
2009-10-02,1.1310621500015259,7.649007797241211,1.1500421111003478,7.824247769002114,1.1177059617757814,7.615854096067793,1.1387947329528478,7.748468424688789,6296000.0,53113379
2009-10-05,1.1591806411743164,7.767410755157471,1.1619924439226335,7.814773309050673,1.1247355966111112,7.611115660313048,1.1317651872812349,7.658477738133699,1889000.0,43560028
2009-10-06,1.157774806022644,7.947386741638184,1.2090909251231705,8.042111357410954,1.1556659955878168,7.814771993912822,1.1767547703308234,7.862134539835443,4694000.0,58149075
2009-10-07,1.1338738203048706,7.904759407043457,1.1676158645163075,7.9758027387672055,1.119111649775082,7.881077661705677,1.164803978615756,7.928440200236442,2917000.0,44264311
2009-10-08,1.1254382133483887,7.9095001220703125,1.1373885814259548,8.023169140187859,1.120517517916084,7.881082391468243,1.1324678021943408,8.01369719808408,5573000.0,47128029
2009-10-09,1.142309546470642,8.013694763183594,1.1563687274808496,8.065793285360735,1.1205177823850887,7.866871611950509,1.1233296688667276,7.904761749216409,8705000.0,50669996
2009-10-12,1.148635745048523,8.098947525024414,1.1563683254354098,8.113156386969756,1.1275469808653402,7.966332749728079,1.14020025613511,8.013695305497505,12888000.0,62705727
2009-10-13,1.1619921922683716,7.947386741638184,1.1718336673547616,8.046847326359734,1.1352797367471885,7.918969023655622,1.1380915388865498,7.999484780437112,5573000.0,68055304
2009-10-14,1.185189962387085,8.226825714111328,1.1950314383800027,8.33575873989769,1.1626952918022053,7.885817298154222,1.1837840611879027,7.990014829886421,6955000.0,143506421
2009-10-15,1.2062784433364868,8.364175796508789,1.2618122397195888,8.402065458785131,1.2020607407474453,8.188935394371875,1.2231495050905548,8.226825056648218,20920000.0,130711810
2009-10-16,1.1549627780914307,8.41627311706543,1.2111995835920506,8.473107602355432,1.1394976963834398,8.3168120536992,1.2111995835920506,8.349965741487944,12638000.0,71146054
2009-10-19,1.141606330871582,8.515735626220703,1.1697247711979941,8.591514952806408,1.1289530536745247,8.32628635761131,1.1570714940009368,8.35944005102884,21429000.0,98399437
2009-10-20,1.1619921922683716,8.492050170898438,1.1760513705638034,8.728861891471048,1.1437152269645852,8.402062021767154,1.1486359226081237,8.657818565728208,4890000.0,95028008
2009-10-21,1.1591806411743164,8.245772361755371,1.1887049052289702,8.539418760717055,1.1324680960686488,8.245772361755371,1.150745065330703,8.525209895064082,2338000.0,102853325
2009-10-22,1.1444183588027954,8.316813468933105,1.147933153804797,8.33575830058686,1.097320038736515,8.19367158711113,1.147933153804797,8.23156220256377,9834000.0,60466294
2009-10-23,1.128250241279602,8.169991493225098,1.1535567978323418,8.307341296575114,1.1191117578689282,8.117892963628467,1.1338739298245797,8.283660492993086,11341000.0,64436079
2009-10-26,1.1134881973266602,8.108419418334961,1.1331710675970963,8.321549489855931,1.1113793034049475,8.075266676846372,1.1184088939444368,8.245770162776067,1624000.0,67943791
2009-10-27,1.0860724449157715,8.174727439880371,1.1240322736571682,8.255243695258844,1.0727162600878188,8.141573743674249,1.121220471735275,8.184200332572924,3288000.0,62373296
2009-10-28,1.0495184659957886,8.151044845581055,1.089587099127242,8.255241881580993,1.046706580636119,8.117891156658802,1.089587099127242,8.151044845581055,6220000.0,63163690
2009-10-29,1.0572513341903687,8.312078475952148,1.0684987119879519,8.31681444638591,1.0347566623945275,8.103684351123707,1.0509247365538064,8.165254823198342,11833000.0,60279209
2009-10-30,1.0544394254684448,8.065796852111816,1.067795695733139,8.283662976388092,1.045300942402984,8.042116041430416,1.0614690149342891,8.26945506126655,2781000.0,68991573
2009-11-02,1.045300841331482,8.027905464172363,1.0614689122994752,8.146311396649201,1.0347564581522657,7.971070483283141,1.0614689122994752,8.075268027592157,2766000.0,64534839
2009-11-03,1.0185885429382324,7.99948787689209,1.0417862062395609,8.027905605874633,1.0150737480077077,7.9189720889444155,1.0319448139538197,8.004224799819388,3637000.0,55568461
2009-11-04,1.038974404335022,8.095118522644043,1.0720134599386322,8.229001608624591,1.0073411661451401,8.066429976542022,1.0263211258189335,8.095118522644043,8053000.0,55213368
2009-11-05,1.0769340991973877,8.138148307800293,1.1064584421084789,8.248123090084592,1.04389504533899,8.042517310052444,1.0558453307176465,8.18118158391126,2741000.0,58661846
2009-11-06,1.0748255252838135,8.109465599060059,1.1029438894280172,8.13815511463076,1.0453011758929314,8.042524036896166,1.0769343355551606,8.133372887867901,2575000.0,38053827
2009-11-09,1.100834608078003,8.33419132232666,1.1064582956882683,8.33419132232666,1.060765886229429,8.14293027158676,1.0727162538259822,8.17640102756006,2529000.0,48667607
2009-11-10,1.0860724449157715,8.396352767944336,1.1029435078450498,8.482420310948779,1.0670925724447262,8.238562432644715,1.1029435078450498,8.281596684772504,1468000.0,53729020
2009-11-11,1.0797462463378906,8.425043106079102,1.0916965346059164,8.52067318488627,1.0628751771953804,8.37244632242235,1.0916965346059164,8.448950385468086,1535000.0,37347120
2009-11-12,1.0966166257858276,8.425043106079102,1.1212202651664016,8.539799200647703,1.0825574511679514,8.358101570288467,1.0825574511679514,8.415479617572768,1300000.0,41817134
2009-11-13,1.0952112674713135,8.410697937011719,1.107161638854188,8.496765484297264,1.0832609798877713,8.372445907385073,1.097320161468252,8.472857244842222,621000.0,38845486
2009-11-16,1.1254382133483887,8.578052520751953,1.1394974748396023,8.606742029329412,1.0916961701279562,8.429825636021626,1.0987257589739083,8.439389125964572,1556000.0,43354077
2009-11-17,1.1296559572219849,8.578052520751953,1.138091446756517,8.582834746349114,1.0952109229069609,8.4776411632336,1.112784894353614,8.53501921913714,985000.0,35902718
2009-11-18,1.1268442869186401,8.697589874267578,1.1352797774383854,8.721498115794704,1.1113791231999057,8.515892237168005,1.1352797774383854,8.573270286580827,1155000.0,51445318
2009-11-19,1.0945078134536743,8.659339904785156,1.117002476017084,8.688028455702211,1.072013067090974,8.520675531389644,1.1134876823728235,8.64021388375662,1166000.0,43447883
2009-11-20,1.0853697061538696,8.778874397277832,1.1001318780517912,8.836252435135604,1.0762312227789335,8.664117360311213,1.093805197038688,8.678462110088425,4237000.0,64262907
2009-11-23,1.067795753479004,8.860162734985352,1.097320014072344,9.037079133041638,1.0649838672610108,8.831474186889256,1.0923993179400076,8.841036715837488,4653000.0,77583148
2009-11-24,1.0727161169052124,8.754968643188477,1.0776368115113808,8.907976770731127,1.0551421477408292,8.68324584309005,1.0614687431202892,8.89841328213409,5228000.0,61709487
2009-11-25,1.0895872116088867,8.8888521194458,1.1233293366124564,8.903196873918006,1.0797458213323237,8.726280478347368,1.0811517222576463,8.817129308336156,1353000.0,44412503
2009-11-27,1.114894151687622,8.726279258728027,1.1163001369018377,8.802783323552099,1.0586574246976657,8.606740936501973,1.0635781215494202,8.644992968914009,616000.0,24063136
2009-11-30,1.114894151687622,8.68802261352539,1.1240326365833568,8.821905631948301,1.072013613838047,8.68802261352539,1.11559714429473,8.754965083987695,2765000.0,62461832
2009-12-01,1.1219234466552734,9.013169288635254,1.1486359016899883,9.013169288635254,1.1177057435230413,8.688025132997385,1.1177057435230413,8.864942442040062,4178000.0,74934868
2009-12-02,1.0973198413848877,8.960573196411133,1.1324677850835896,9.080111512210022,1.0811517705236233,8.841034880612241,1.1268441811312435,9.056203272299523,8465000.0,50228686
2009-12-03,1.119814157485962,8.91275691986084,1.1205170658073607,9.027513001167542,1.0952105226529494,8.888849643234725,1.0952105226529494,9.003605724541426,5079000.0,43242880
2009-12-04,1.1612889766693115,8.841038703918457,1.1746452437628894,9.060989415456222,1.0966167018989268,8.817131414920455,1.1528534880729602,9.003610383858428,9468000.0,52753543
2009-12-07,1.1858928203582764,8.635431289672852,1.1901105234773661,8.88406952477418,1.1598832740269913,8.62586780000482,1.1598832740269913,8.841036224396403,3084000.0,80157332
2009-12-08,1.1774574518203735,8.491985321044922,1.1929226173514405,8.640212195363787,1.1633982713734583,8.42982504391036,1.167616059027263,8.630648706092583,2495000.0,84300606
2009-12-09,1.1816744804382324,8.72149658203125,1.1816744804382324,8.73105910795942,1.1486353605708464,8.544579278598027,1.1676153090220756,8.621084292278876,967000.0,77179782
